Id,pop
454,71.68737274720861
455,68.78074190878635
456,64.39507172211758
457,62.492047198597966
458,41.521158048092204
459,67.40487053646036
460,63.76460828389188
461,42.232903599653426
462,59.60564103133901
463,65.21753455924265
464,55.34143470724847
465,66.96141941576577
466,64.77151738565115
467,62.20770731928947
468,68.15866516578534
469,57.333905570164085
470,64.16874149258571
471,63.934294366723
472,70.3060023420214
473,67.44381132539978
474,51.59900230094479
475,56.79654594497436
476,52.22384180335265
477,49.45787166585369
478,54.801649179450166
479,67.59247333010998
480,61.46009097395063
481,48.82147658218626
482,41.0805987419143
483,69.60728621165114
484,68.23127882425332
485,54.23718156719397
486,65.2478003583417
487,69.34117797038743
488,66.01789355177866
489,76.60455939494959
490,68.62910554347123
491,62.90052673220423
492,61.69459149900772
493,73.47555856415762
494,68.40156906430387
495,59.3599053267166
496,65.14603607392024
497,43.49157223145121
498,64.92260379669723
499,59.664292063878115
500,70.67950739660296
501,62.4481314940167
502,65.50984893703973
503,66.20876906805849
504,47.089379349858355
505,70.90720600779937
506,69.61989194463354
507,51.04210174501632
508,67.65290525517135
509,62.0092639957256
510,65.05501523849414
511,51.03517653582921
512,69.809816682969
513,49.47549095434961
514,62.195419640750536
515,69.69556223486755
516,67.06769829308483
517,65.34736104691572
518,70.58707191566111
519,65.19068327177393
520,59.4282562803252
521,66.56859669584523
522,68.23072016888202
523,48.29642611608104
524,69.15941526658223
525,49.022398298368415
526,53.91131193967552
527,65.14226599723028
528,58.861065224804626
529,68.82633768882197
530,72.8731344161252
531,68.06864578832149
532,64.28736710921821
533,59.71802507551133
534,66.83302251169242
535,69.39180965849603
536,52.22183925408935
537,72.29281233524159
538,52.405070447268706
539,56.393288122844865
540,64.95616899340082
541,69.7781054294988
542,40.602847913742565
543,67.37915670966176
544,34.916333441803786
545,66.01064245278219
546,70.3437358173766
547,67.19855219074579
548,71.75617152432558
549,65.40859198538385
550,62.49449671756236
551,67.03979297575836
552,65.18694945900299
553,46.88022776247331
554,58.867898805168196
555,59.95963416564978
556,68.18967411402805
557,59.9273299942198
558,36.14883280981754
559,66.51263580662648
560,68.42082625912575
561,64.23866360202742
562,64.57251557998356
563,63.999086126413474
564,64.34165869731541
565,64.88071199796738
566,67.75397915503034
567,64.27561386568789
