Id,pop
454,67.942665
455,69.40393
456,65.005714
457,62.952843
458,34.778255
459,66.603455
460,62.42713
461,39.491745
462,59.136528
463,68.27974
464,45.61102
465,64.59932
466,60.311836
467,59.72161
468,69.859726
469,56.50842
470,55.325558
471,63.685684
472,69.05443
473,69.35359
474,61.463654
475,52.048393
476,56.326683
477,48.908707
478,49.284374
479,70.00609
480,59.69476
481,47.99437
482,43.624508
483,74.72275
484,70.05488
485,45.087452
486,66.78705
487,71.190575
488,63.85232
489,74.4131
490,69.797585
491,62.66957
492,61.34804
493,72.34095
494,71.412575
495,60.316525
496,66.399216
497,48.299084
498,62.60394
499,60.66584
500,74.85587
501,61.02921
502,60.277092
503,66.310135
504,48.61905
505,72.24631
506,69.674736
507,49.44666
508,64.571335
509,65.67469
510,68.28037
511,48.22107
512,67.24467
513,53.16274
514,61.835938
515,66.66857
516,65.42956
517,67.74485
518,68.678764
519,62.490513
520,58.13518
521,64.90756
522,67.19719
523,51.807392
524,67.016495
525,47.558117
526,54.783627
527,67.80501
528,63.794
529,69.96261
530,70.49528
531,68.11153
532,66.46922
533,61.450977
534,67.29963
535,70.73107
536,51.390373
537,71.97743
538,47.530273
539,62.030285
540,65.55349
541,67.80308
542,39.97419
543,65.06201
544,33.013012
545,66.8751
546,69.001495
547,66.28768
548,75.70908
549,68.540054
550,63.85618
551,63.886887
552,62.51553
553,41.257706
554,50.89903
555,63.504738
556,69.39176
557,53.975033
558,43.06433
559,65.55915
560,67.61298
561,62.15377
562,63.488876
563,64.51395
564,62.69882
565,62.46984
566,67.749954
567,67.51647
