Id,pop
454,-9075895205899.088
455,-8939002494346.13
456,-8827010279592.549
457,-9151847539718.518
458,-9611101003643.033
459,-8670397668703.054
460,-8744218257177.375
461,-9061481721948.682
462,-9361283938697.36
463,-8677036340076.979
464,-9431025409579.578
465,-9086107403410.559
466,-9192644868128.838
467,-8688221831727.293
468,-9064351181161.998
469,-9289833394824.236
470,-8585003865275.822
471,-9212701581910.496
472,-9006783295369.309
473,-9177917696099.441
474,-8668162396114.869
475,-8581357280499.0625
476,-9290590847730.023
477,-8575660922665.166
478,-8456797256213.889
479,-8654334323676.509
480,-8904702109171.24
481,-9421288009502.818
482,-9402359096696.389
483,-8922807423343.475
484,-9119118859162.15
485,-8502277387907.138
486,-8701771219910.71
487,-8904450271822.377
488,-8608870946683.306
489,-8850020236248.799
490,-9013535377589.379
491,-8792016860442.195
492,-8973128536389.365
493,-8865486293811.629
494,-8713807488135.431
495,-8471460046510.968
496,-8794712174698.972
497,-9298877925518.941
498,-8618628119003.262
499,-9135543498969.178
500,-8616642181672.687
501,-8900080252887.266
502,-8541315258332.512
503,-8729898543409.853
504,-9448976908674.07
505,-8423765573834.301
506,-8660006283563.203
507,-8331284846054.267
508,-8868519080908.379
509,-8796507051641.572
510,-8399885920444.486
511,-8521460780827.083
512,-8925202863193.092
513,-8613540986745.32
514,-8583847657543.784
515,-8661210662253.23
516,-8932595539913.096
517,-8733756494102.475
518,-9069734035650.842
519,-8749046498005.274
520,-8604935480710.998
521,-8856916128449.248
522,-8534019530361.578
523,-8407712074716.039
524,-9175469843945.525
525,-9413666747838.074
526,-8625079096576.228
527,-9119756646312.547
528,-8908171234041.143
529,-8871626226267.18
530,-9043483559126.992
531,-9053826498442.887
532,-8890653958663.633
533,-8753207794269.255
534,-9043030425697.191
535,-8785051488234.862
536,-8811107913833.059
537,-8513935312242.078
538,-8700349694062.889
539,-9307099022251.732
540,-9180215792369.404
541,-9095737649284.043
542,-9475125697618.363
543,-8863105154900.47
544,-9607226452333.217
545,-9188506129085.414
546,-8622470270654.88
547,-8884001224530.207
548,-8678409848218.238
549,-8789188293819.998
550,-9221270398259.828
551,-8749572695330.279
552,-8801189763469.465
553,-9543865752535.86
554,-8380515947434.613
555,-8784413038753.522
556,-8801653360675.857
557,-8626873535125.614
558,-9568570876995.299
559,-8640769663638.604
560,-8756151511103.74
561,-8770923682401.809
562,-8965944132825.549
563,-9184493075700.4
564,-9159492589690.533
565,-8813436014776.8
566,-8418247230498.051
567,-8678571254078.047
