Id,pop
454,67.59114
455,66.06647
456,60.742
457,62.70038
458,34.25488
459,65.50287
460,64.18652
461,41.082
462,59.521114
463,67.838165
464,46.515484
465,64.69588
466,61.729656
467,62.677616
468,69.1625
469,56.162807
470,56.469543
471,63.469894
472,69.12696
473,69.321
474,60.912064
475,55.60445
476,57.512203
477,48.351505
478,49.32398
479,70.18392
480,59.678654
481,51.705334
482,43.48098
483,74.254456
484,69.26538
485,47.321777
486,62.688354
487,71.629036
488,64.03814
489,73.05885
490,70.127365
491,62.601715
492,61.47019
493,70.44547
494,70.728676
495,60.395077
496,66.82893
497,48.537632
498,66.08116
499,61.290817
500,68.47941
501,61.12922
502,61.37677
503,66.29915
504,49.691505
505,69.781906
506,69.675186
507,49.284126
508,64.851875
509,65.46721
510,68.15071
511,49.98431
512,67.54485
513,53.066223
514,63.73123
515,68.18414
516,66.16358
517,67.58563
518,68.9729
519,63.35625
520,59.704086
521,64.815125
522,65.28797
523,51.079514
524,68.025795
525,47.872715
526,58.694588
527,67.05572
528,63.982704
529,70.14089
530,70.691
531,67.814095
532,65.64627
533,61.532616
534,67.53696
535,65.94208
536,55.145256
537,67.11996
538,47.682526
539,61.325394
540,65.600525
541,67.290764
542,43.2184
543,66.62425
544,33.277733
545,68.53661
546,69.065895
547,66.851234
548,75.98302
549,68.53245
550,63.642372
551,65.58578
552,64.159164
553,43.368694
554,51.213425
555,63.153996
556,69.26114
557,54.2686
558,43.361988
559,65.78271
560,66.617836
561,60.35848
562,63.383297
563,65.0375
564,62.214424
565,62.822674
566,66.99457
567,68.41642
