Id,pop
454,74.49346339158842
455,58.5477365697988
456,63.48305714109851
457,60.00596232613996
458,41.9719197997828
459,65.19692384256027
460,65.68280912153415
461,43.27084518033869
462,69.86405094425142
463,70.16188938754883
464,40.137270493947014
465,61.22535334142553
466,55.51382320550343
467,63.99968527177593
468,67.04497983239202
469,57.537175156376094
470,64.18752441122669
471,64.32481347461275
472,75.27232818451361
473,70.68432699754608
474,70.26207019934014
475,61.934599051255226
476,52.509012751877165
477,77.50490239832344
478,56.60569346809235
479,61.30071435654045
480,61.677622582470505
481,56.90961293506823
482,46.305925274492694
483,78.01517530210691
484,67.15098264458493
485,55.23731175354847
486,78.10914008663865
487,72.55610470236414
488,62.64358663645286
489,84.57311522211347
490,71.18590969566282
491,63.02147330310532
492,61.697212695570215
493,68.5878597206122
494,73.07537001318065
495,64.05010749233927
496,65.22674555084194
497,44.72479798523486
498,67.81892079876053
499,61.427893808063935
500,65.11433063601764
501,69.16858378791297
502,54.62479712288245
503,65.59958624258175
504,55.537304449680455
505,77.45566489063337
506,69.58170441758074
507,77.21556786880005
508,60.656690428353116
509,67.64605546294302
510,57.66231717116625
511,61.03623421897571
512,73.09865976433466
513,48.141952327929815
514,59.46017948431805
515,73.53101056551738
516,64.23551904938431
517,62.76590804950394
518,72.36504107866175
519,68.37210826725067
520,54.88714851441681
521,63.61050856626985
522,68.54770789604454
523,54.224242742507336
524,74.96313051884357
525,37.114663154831895
526,62.42524146963236
527,73.26414453890186
528,61.580652038548465
529,70.74204589747781
530,77.60976403636062
531,64.68820837726491
532,61.229049426391995
533,61.37432239655286
534,66.68788330561331
535,60.719586961331224
536,58.58676809883972
537,69.14473464262323
538,46.57914500398806
539,68.72469292740783
540,69.08572314295606
541,71.04000064471876
542,43.31357039818026
543,66.84558005217981
544,37.25575839421585
545,73.29259437333039
546,69.66880314771436
547,65.51388213546846
548,82.84603405438055
549,68.52554680613716
550,59.40747987076163
551,68.36413086874643
552,71.05066859567759
553,46.84702286212709
554,63.2504186505559
555,59.90324059775644
556,64.78841996566617
557,60.31524575168129
558,55.81008213198437
559,58.34870094650449
560,71.43366713537003
561,63.66228927404602
562,46.72155328942643
563,67.72408784880281
564,63.95548761447252
565,71.15908460507734
566,61.15167369811215
567,72.1550037403548
